停車場型態,停車場代碼,停車場名稱,停車場地址,停車場電話,即時車位,一般大型車,一般小型車,身障者小型車,婦幼者小型車,綠能小型車,一般機車,身障者機車,收費時間,收費費率,經緯度,備註欄,latitude,longitude
路邊停車格收費路段,792,東平路-2(路邊停車格),  中華東路口-東興路口兩側   ,,-1,0,15,0,0,0,0,0,,20元/時 ,22.995067，120.231502,,22.995067,120.231502
路邊停車格收費路段,811,凱旋路-1(路邊停車格),  東興路口-東安路口兩側   ,,-1,0,5,0,0,0,0,0,,20元/時 ,22.993461，120.227176,,22.993461,120.227176
路邊停車格收費路段,812,凱旋路-2(路邊停車格),  中華東路口-東興路口兩側   ,,-1,0,58,0,0,0,0,0,,20元/時 ,22.993007，120.231072,,22.993007,120.231072
路邊停車格收費路段,821,莊敬路(路邊停車格),  凱旋路口-小東路口兩側   ,,-1,0,39,0,0,0,0,0,,20元/時 ,22.997106，120.233062,,22.997106,120.233062
路邊停車格收費路段,841,東門路-1(路邊停車格),  東門陸橋-長榮路口兩側   ,,-1,0,40,2,0,0,0,0,,20元/時 ,22.987284，120.217616,,22.987284,120.217616
路邊停車格收費路段,842,東門路-2(路邊停車格),  長榮路口-林森路口兩側   ,,-1,0,20,0,0,0,0,0,,20元/時,22.986330，120.219820,,22.98633,120.21982
路邊停車格收費路段,843,東門路-3(路邊停車格),  林森路口-中華東路口兩側   ,,-1,0,22,0,0,0,0,0,,20元/時 ,22.982976，120.226746,,22.982976,120.226746
路邊停車格收費路段,844,東門路三段266巷,  1100501收費，煙波四季大樓前方道路   ,,-1,0,18,0,0,0,48,0,,每小時20元，非都市計畫區,22.975651，120.235867,,22.975651,120.235867
路邊停車格收費路段,845,東門路二段158巷,  東門路至光華街，1110401收費，都市計畫區   ,,-1,0,2,0,0,0,0,0,,每小時20元,22.984465，120.220453,,22.984465,120.220453
路邊停車格收費路段,852,慶平路-2(路邊停車格),  文平路口-華平路口兩側   ,,-1,0,30,0,0,0,0,0,,20元/時 ,22.996906，120.178357,,22.996906,120.178357
路邊停車格收費路段,871,平通路-1(路邊停車格),  文平路口-永華六街兩側   ,,-1,0,20,0,0,0,0,0,,20元/時 ,22.992803，120.177232,,22.992803,120.177232
路邊停車格收費路段,872,平通路-2(路邊停車格),  永華六街-健康三街兩側   ,,-1,0,89,0,0,0,0,0,,20元/時 ,22.993678，120.171046,,22.993678,120.171046
路邊停車格收費路段,901,育平路(路邊停車格),  郡平路口-永華路口兩側   ,,-1,0,14,0,0,0,0,0,,20元/時 ,22.990070，120.167050,,22.99007,120.16705
路邊停車格收費路段,902,育平路-2(路邊停車格),  永華路至慶平路口   ,,-1,0,32,1,0,0,0,0,,20元/時,22.992713，120.167632,,22.992713,120.167632
路邊停車格收費路段,925,崇德路-5(路邊停車格),  崇德17街口-崇明路口兩側   ,,-1,0,17,0,0,0,0,0,,20元/時 ,22.967683，120.227508,,22.967683,120.227508
路邊停車格收費路段,926,崇德路-6(路邊停車格),  崇明路口-生產路口兩側   ,,-1,0,15,0,0,0,0,0,,20元/時 ,22.966288，120.227499,,22.966288,120.227499
路邊停車格收費路段,931,新興路-1(路邊停車格),  西門路口-夏林路口兩側   ,,-1,0,20,2,0,0,0,0,,20元/時 ,22.978703，120.195868,,22.978703,120.195868
路邊停車格收費路段,932,新興路-2(路邊停車格),  夏林路口-金華路口兩側   ,,-1,0,21,0,0,0,0,0,,20元/時 ,22.977894，120.194720,,22.977894,120.19472
路邊停車格收費路段,951,水交社路(路邊停車格),  健康路口-新興東路口兩側   ,,-1,0,9,0,0,0,0,0,,20元/時 ,22.980587，120.200652,,22.980587,120.200652
路邊停車格收費路段,953,興昌路(路邊停車格),  西門路口迄至水交社路口間   ,,-1,0,30,2,0,0,41,0,,20元/時,22.976829，120.199896,,22.976829,120.199896
路邊停車格收費路段,954,興中街63巷(路邊停車格),  自南門路至水交社一街間   ,,-1,0,10,0,0,0,0,0,,20元/時,22.976967，120.202545,,22.976967,120.202545
路邊停車格收費路段,962,大林路32巷,  體育園區內大林路32巷共4個路段   ,,-1,0,56,0,0,0,0,0,,每小時20元，位於都市計畫區,22.976289，120.212160,,22.976289,120.21216
路邊停車格收費路段,971,崇德一街(路邊停車格),  崇德路口-崇善路口兩側   ,,-1,0,26,0,0,0,0,0,,20元/時 ,22.980846，120.220262,,22.980846,120.220262
路邊停車格收費路段,983,國平北路-1,  國平東路至國平南路間(北側)1091101收費   ,,-1,0,69,0,0,0,6,1,,每小時20元，都市計畫區,22.983211，120.168940,,22.983211,120.16894
路邊停車格收費路段,984,國平北路-2,  國平東路至國平南路間(南側)1091101收費   ,,-1,0,70,2,0,0,17,0,,每小時20元，都市計畫區,22.982905，120.169466,,22.982905,120.169466
路邊停車格收費路段,991,健康三街(路邊停車格),  健康路口-慶平路口兩側   ,,-1,0,141,0,0,0,0,0,,20元/時 ,22.990372，120.168852,,22.990372,120.168852
路邊停車格收費路段,1001,建平十七街(路邊停車格),  建平路口至華平(901101收費)慶平路口兩側941005收費，委外收費   ,,-1,0,71,0,0,0,0,0,,每小時20元,22.997530，120.180139,,22.99753,120.180139
路邊停車格收費路段,1002,永華三街,  怡平路至建平11街   ,,-1,0,24,0,0,0,0,0,,每小時20元,22.993934，120.181781,,22.993934,120.181781
路邊停車格收費路段,1042,臨安路-2(路邊停車格),  臨安路二段90巷與康樂街交叉口   ,,-1,0,5,0,0,0,0,0,,20元∕時,23.002843，120.198356,,23.002843,120.198356
路邊停車格收費路段,1051,慶東街-1(路邊停車格),  東門路口-青年路口東側   ,,-1,0,20,0,0,0,0,0,,20元/時 ,22.987682，120.216164,,22.987682,120.216164
路邊停車格收費路段,1052,慶東街-2(路邊停車格),  青年路口-東寧路口西側   ,,-1,0,15,0,0,0,0,0,,20元/時 ,22.991854，120.216515,,22.991854,120.216515
路邊停車格收費路段,1081,和緯路-1,  北門路口至公園路口兩側971120收費   ,,-1,0,70,0,0,0,0,0,,每小時20元,23.010286，120.212099,,23.010286,120.212099
路邊停車格收費路段,1082,和緯路-2,  公園路口至西門路口兩側910701收費   ,,-1,0,19,0,0,0,0,0,,每小時20元,23.011146，120.209448,,23.011146,120.209448
路邊停車格收費路段,1083,和緯路-3,  西門路口至文賢路口兩側1041015收費   ,,-1,0,145,0,0,0,0,0,,每小時20元,23.012212，120.206037,,23.012212,120.206037
路邊停車格收費路段,1084,和緯路-4(路邊停車格),  文賢路口-武聖路口兩側   ,,-1,0,77,0,0,0,0,0,,20元/時 ,23.008227，120.189292,,23.008227,120.189292
路邊停車格收費路段,1085,和緯路-5(路邊停車格),  武聖路口迄華平路口兩側   ,,-1,0,84,3,0,0,0,0,,20元/時,23.006823，120.185790,,23.006823,120.18579
路邊停車格收費路段,1101,西和路(路邊停車格),  中華西路口-文賢路口兩側   ,,-1,0,23,0,0,0,0,0,,20元/時 ,23.001698，120.190795,,23.001698,120.190795
路邊停車格收費路段,1111,安平路(路邊停車格),  中華西路口至安北路911001收費(目前智慧柱收費)   ,,-1,0,205,2,0,0,0,0,,每小時20元,22.998390，120.179464,,22.99839,120.179464
路邊停車格收費路段,1121,文南路(路邊停車格）,  健康路口-永華路口兩側   ,,-1,0,26,0,0,0,0,0,,20元/時 ,22.984285，120.189898,,22.984285,120.189898
路邊停車格收費路段,1131,華平路(路邊停車格),  健康路口-慶平路口兩側   ,,-1,0,145,2,0,0,0,0,,20元/時 ,22.986586，120.174365,,22.986586,120.174365
路邊停車格收費路段,1132,華平路-2(路邊停車格),  民權路四段迄至和緯路五段間兩側   ,,-1,0,114,3,0,0,0,0,,20元/時,22.999669，120.175931,,22.999669,120.175931
路邊停車格收費路段,1142,西門路四段65巷,  自西門路四段至育德路間   ,,-1,0,10,0,0,0,0,0,,20元/時,23.007786，120.205927,,23.007786,120.205927
路邊停車格收費路段,1151,文賢路(路邊停車格）,  和緯路口-大興街口   ,,-1,0,1,2,0,0,0,0,,20元/時 ,23.011010，120.193847,,23.01101,120.193847
路邊停車格收費路段,1152,文賢路-2(路邊停車格),  文成路至大港街間   ,,-1,0,3,0,0,0,0,0,,20元/時,23.012732，120.193884,,23.012732,120.193884
路邊停車格收費路段,1153,文賢一路-2,  和緯路至海安路三段135巷1100416收費   ,,-1,0,21,0,0,0,0,0,,每小時20元，非都市計畫區,23.005621，120.196015,,23.005621,120.196015
路邊停車格收費路段,1155,文成路(路邊停車格),  文賢路至文成路750巷間   ,,-1,0,20,0,0,0,0,0,,20元/時,23.012143，120.194629,,23.012143,120.194629
路邊停車格收費路段,1156,文賢一路(路邊停車格),  文成路至和緯路間   ,,-1,0,20,0,0,0,0,0,,20元/時,22.997952，120.203464,,22.997952,120.203464
路邊停車格收費路段,1157,文成三路(路邊停車格),  自西門路至育賢街口間   ,,-1,0,13,0,0,0,0,0,,20元/時,23.015594，120.209807,,23.015594,120.209807
路邊停車格收費路段,1158,育成路(路邊停車格),  自西門路至育賢街口間   ,,-1,0,9,0,0,0,0,0,,20元/時，非都市計畫區,23.015989，120.210150,,23.015989,120.21015
路邊停車格收費路段,1159,文賢三街,  和緯路至文成三路間，1120301收費   ,,-1,0,46,0,0,0,0,0,,每小時20元，都市計畫區,23.011949，120.198301,,23.011949,120.198301
路邊停車格收費路段,1161,東和路,  小東路口至林森路口兩側920324收費920801再公告(1081104停車柱)   ,,-1,0,23,0,0,0,0,0,,每小時20元,22.998471，120.225094,,22.998471,120.225094
路邊停車格收費路段,1162,東和路57巷,  東和路至光明街175巷   ,,-1,0,7,0,0,0,0,22,,每小時20元，都市計畫區,22.997444，120.229326,,22.997444,120.229326
路邊停車格收費路段,1181,富北街(路邊停車格）,  火車站圓環-北忠街口   ,,-1,0,7,2,0,0,0,0,,20元/時 ,22.998322，120.211446,,22.998322,120.211446
路邊停車格收費路段,1191,安億路,  平豐路口至光洲路口兩側930927收費   ,,-1,0,272,0,0,0,0,0,,每小時20元,22.994220，120.160500,,22.99422,120.1605
路邊停車格收費路段,1192,光州路,  安億路至府平路口兩側1070401收費   ,,-1,0,83,0,0,0,0,0,,每小時20元,22.990082，120.159974,,22.990082,120.159974
路邊停車格收費路段,1201,新建路(路邊停車格）,  新興路口-中華西路一段2巷兩側   ,,-1,0,114,0,0,0,0,0,,20元/時 ,22.969889，120.185225,,22.969889,120.185225
路邊停車格收費路段,1211,開元路(路邊停車格）,  開元陸橋-開元橋兩側   ,,-1,0,34,1,0,0,0,0,,20元/時 ,23.006630，120.218249,,23.00663,120.218249
路邊停車格收費路段,1214,中山南路119巷,,,-1,0,8,0,0,0,0,0,,每小時20元，六甲頂都市計畫區,23.013328，120.229449,,23.013328,120.229449
路邊停車格收費路段,1215,中山南路123巷,  中山南路119巷至中華路619巷   ,,-1,0,4,0,0,0,0,0,,每小時20元，收費時間08:00-22:00，都市計畫區,23.013332，120.229141,,23.013332,120.229141
路邊停車格收費路段,1216,中山南路262巷,  中山南路至五福街間，1120601收費   ,,-1,0,8,0,0,0,0,0,,每小時20元,23.014376，120.234172,,23.014376,120.234172
路邊停車格收費路段,1217,開元路212巷,  林森路至長榮路，1120601收費，機車78格   ,,-1,0,31,0,0,0,0,0,,每小時20元,23.005958，120.222909,,23.005958,120.222909
路邊停車格收費路段,1241,台南市立圖書館廣場停車場,  台南市立圖書館廣場停車場   ,,-1,0,58,1,0,0,0,0,,20元/時 ,23.004175，120.212276,,23.004175,120.212276
路邊停車格收費路段,1251,忠烈祠廣場停車場,  忠烈祠廣場停車場   ,,-1,0,50,3,0,0,0,0,,20元/時 ,22.981153，120.210891,,22.981153,120.210891
路邊停車格收費路段,1261,富德街(路邊停車格）,  德光街口至東門路口   ,,-1,0,7,0,0,0,0,0,,20元/時 ,22.984631，120.223543,,22.984631,120.223543
路邊停車格收費路段,1271,崇善路25巷(路邊停車格）,  崇善路口-龍山街55巷口單側   ,,-1,0,7,0,0,0,0,0,,20元/時 ,22.984159，120.222435,,22.984159,120.222435
路邊停車格收費路段,1281,龍山街(路邊停車格）,  崇善路口-崇善路25巷口單側   ,,-1,0,31,2,0,0,0,0,,20元/時 ,22.982856，120.222487,,22.982856,120.222487
路邊停車格收費路段,1282,龍山街55巷(路邊停車格),  龍山街55巷-崇善路25巷口單側   ,,-1,0,0,0,0,0,0,0,,20元/時 ,22.982547，120.221079,,22.982547,120.221079
路邊停車格收費路段,1311,立賢路(路邊停車格),  西門路口-育德路口兩側   ,,-1,0,33,0,0,0,0,0,,20元/時 ,23.009361，120.206651,,23.009361,120.206651
路邊停車格收費路段,1321,金華新路(路邊停車格),  康樂街口-環河街口兩側   ,,-1,0,36,0,0,0,0,0,,20元/時 ,22.993309，120.193244,,22.993309,120.193244
路邊停車格收費路段,1322,大涼路,  府前一街口至星鑽路口間兩側(1090701開始收費)   ,,-1,0,32,1,0,0,38,2,,每小時20元,22.993683，120.189369,,22.993683,120.189369
路邊停車格收費路段,1323,自強街34巷,  西門路三段至成功路238巷1090620收費   ,,-1,0,3,0,0,0,0,0,,每小時20元,23.000127，120.202832,,23.000127,120.202832
路邊停車格收費路段,1331,大興街(路邊停車格),  文賢路口-大興街96巷口   ,,-1,0,8,0,0,0,0,0,,20元/時 ,23.011729，120.192733,,23.011729,120.192733
路邊停車格收費路段,1341,北園街(路邊停車格),  北園街87巷口-北園街99巷口   ,,-1,0,8,0,0,0,0,0,,20元/時 ,23.011524，120.222982,,23.011524,120.222982
路邊停車格收費路段,1351,永華二街(路邊停車格),  建平三街-永華路口東側   ,,-1,0,53,1,0,0,0,0,,20元/時 ,22.986489，120.184359,,22.986489,120.184359
路邊停車格收費路段,1361,建平路-1(路邊停車格),  健康路口-永華路口   ,,-1,0,95,0,0,0,0,0,,20元/時 ,22.986081，120.181700,,22.986081,120.1817
路邊停車格收費路段,1364,建平十一街-2,  建平路至文平路(怡平路140巷)   ,,-1,0,34,0,0,0,0,0,,每小時20元1120601收費，都市計畫區,22.994538，120.182520,,22.994538,120.18252
路邊停車格收費路段,1371,西門路4段1巷(路邊停車格),  西門路口-民德國中側門   ,,-1,0,22,0,0,0,0,0,,20元/時 ,23.006625，120.204508,,23.006625,120.204508
路邊停車格收費路段,1381,北安路(路邊停車格),  西門路口-北安橋兩側   ,,-1,0,38,0,0,0,0,0,,20元/時 ,23.017802，120.208488,,23.017802,120.208488
路邊停車格收費路段,1403,忠孝路(路邊停車格),  忠孝路（自小東路至忠孝路352巷口間）   ,,-1,0,348,10,0,0,40,0,,20元/時，位於都市計畫區 1100701新增259席(一般255&#43;身障4席)，原先99席,22.998799，120.240063,,22.998799,120.240063
路邊停車格收費路段,1404,東橋一路(路邊停車格),  中山南路至東橋七路1090415開始收費   ,,-1,0,145,2,0,0,14,3,,20元/一小時，都市計畫區,23.020237，120.232497,,23.020237,120.232497
路邊停車格收費路段,1405,東橋五路,,,-1,0,58,0,0,0,0,0,,每小時20元，1091002收費,23.022727，120.234849,,23.022727,120.234849
路邊停車格收費路段,1406,東橋六街,  東橋一路至東橋九路間1110315收費   ,,-1,0,36,0,0,0,0,0,,每小時20元，都市計畫區,23.02053，120.23598,,23.02053,120.23598
路邊停車格收費路段,1407,東橋七路(路邊停車格),  自中山南路至東橋一路間   ,,-1,0,146,0,0,0,0,0,,20元/時，都市計畫區,23.018007，120.239200,,23.018007,120.2392
路邊停車格收費路段,1409,東橋二街,  東橋一路至康橋大道   ,,-1,0,19,0,0,0,25,0,,每小時20元，都市計畫區,23.018743，120.237334,,23.018743,120.237334
路邊停車格收費路段,1410,東橋十街,  東橋七路至康橋大道   ,,-1,0,2,1,0,0,0,0,,每小時20元，都市計畫區,23.025349，120.237731,,23.025349,120.237731
路邊停車格收費路段,1413,東橋三路,  東橋一路至東橋八街   ,,-1,0,45,2,0,0,33,0,,每小時20元，都市計畫區,23.023759，120.232591,,23.023759,120.232591
路邊停車格收費路段,1419,東橋九路,  東橋六街至東橋八街間   ,,-1,0,28,0,0,0,0,0,,每小時20元，都市計畫區,23.022121，120.238117,,23.022121,120.238117
路邊停車格收費路段,1422,中華路121巷(路邊停車格),  自中華路至中華路121巷28弄間   ,,-1,0,16,0,0,0,0,0,,20元/時,23.002304，120.234901,,23.002304,120.234901
路邊停車格收費路段,1423,勝華街37巷(路邊停車格),  勝華街至中華一路間   ,,-1,0,3,0,0,0,0,0,,20元/時,23.018150，120.239094,,23.01815,120.239094
路邊停車格收費路段,1424,勝學路,  中華二路至勝學路282巷間路邊雙側停車格   ,,-1,0,11,0,0,0,0,0,,每小時20元,23.008237，120.231185,,23.008237,120.231185
路邊停車格收費路段,1425,中華二路340巷,  1090901開始收費   ,,-1,0,8,0,0,0,0,0,,每小時20元,23.008621，120.231169,,23.008621,120.231169
路邊停車格收費路段,1426,中華二路340巷15弄,  1090901開始收費   ,,-1,0,7,0,0,0,0,0,,每小時20元,23.009242，120.230851,,23.009242,120.230851
路邊停車格收費路段,1427,中華二路,  勝學路至中山東路   ,,-1,0,24,0,0,0,0,0,,每小時20元,23.008513，120.235772,,23.008513,120.235772
路邊停車格收費路段,1428,中華路58巷,  中華路至中華路134巷5弄   ,,-1,0,14,0,0,0,0,0,,每小時20元,23.001691，120.235484,,23.001691,120.235484
路邊停車格收費路段,1429,中華路92巷,  中華路至中華路134巷5弄   ,,-1,0,11,0,0,0,0,0,,每小時20元,23.002440，120.235409,,23.00244,120.235409
路邊停車格收費路段,1430,中華路134巷5弄,  中華路58巷至中華路92巷   ,,-1,0,8,0,0,0,0,0,,每小時20元,23.002294，120.236032,,23.002294,120.236032
路邊停車格收費路段,1432,中華路,  1100501收費，37&#43;2&#43;5格，小東路至中山南路。第2階段中山南路至中正南路55格，1111001收費   ,,-1,0,96,0,0,0,32,2,,每小時20元，都市計畫區,23.001394，120.235126,,23.001394,120.235126
路邊停車格收費路段,1433,華興街,  中華路至忠孝路間，1101101收費   ,,-1,0,4,0,0,0,0,0,,每小時20元，六甲頂都市計畫區,23.000757，120.235159,,23.000757,120.235159
路邊停車格收費路段,1434,忠孝路380巷13弄,,,-1,0,2,0,0,0,0,0,,每6小一次收費30元,23.018007，120.244084,,23.018007,120.244084
路邊停車格收費路段,1435,國華街,,,-1,0,28,0,0,0,42,2,,每6小時一次收費30元,23.016868，120.244259,,23.016868,120.244259
路邊停車格收費路段,1436,國華街102巷,,,-1,0,7,1,0,0,0,0,,每6小時一次收費30元,23.014015，120.247330,,23.014015,120.24733
路邊停車格收費路段,1437,復華七街,,,-1,0,5,0,0,0,0,0,,每6小時一次收費30元,23.014644，120.246829,,23.014644,120.246829
路邊停車格收費路段,1438,復華八街,,,-1,0,12,0,0,0,13,0,,每6小時一次收費30元,23.015800，120.246084,,23.0158,120.246084
路邊停車格收費路段,1439,國華街132巷,,,-1,0,13,0,0,0,6,0,,每6小時一次收費30元,23.015590，120.246696,,23.01559,120.246696
路邊停車格收費路段,1440,復華七街117巷,,,-1,0,12,0,0,0,16,0,,每6小時一次收費30元,23.015326，120.247155,,23.015326,120.247155
路邊停車格收費路段,1443,復國二路303巷,,,-1,0,5,0,0,0,16,0,,每6小時一次收費30元,23.016293，120.248691,,23.016293,120.248691
路邊停車格收費路段,1444,復國二路269巷,,,-1,0,7,0,0,0,0,0,,每6小時一次收費30元,23.015414，120.248839,,23.015414,120.248839
路邊停車格收費路段,1445,復國二路2,,,-1,0,6,0,0,0,14,0,,每6小時一次收費30元,23.015049，120.249080,,23.015049,120.24908
路邊停車格收費路段,1446,新華街,  中華路至六合路1111001收費   ,,-1,0,7,0,0,0,0,0,,每小時20元,23.012673，120.230898,,23.012673,120.230898
路邊停車格收費路段,1451,武聖路(路邊停車格),  自和緯路4段至中華北路78巷間   ,,-1,0,9,0,0,0,0,0,,20元／時,23.008107，120.187578,,23.008107,120.187578
路邊停車格收費路段,1461,正南五街(路邊停車格:採以車牌辨識系統記錄車牌號碼，無開立停車繳費通知單),  中正六街至新中街間   ,,-1,0,16,0,0,0,0,0,,20元/時 此路段採以車牌辨識系統記錄車牌號碼，無開立停車繳費通知單，當場繳納須持一卡通感應扣款，或於停車次日起20日內，至全國7-11「ibon便利生活站」、全家「Famiport」、萊爾富「Life-ET」或來來超商「OK‧go」查詢補單後繳費。,23.035870，120.237887,,23.03587,120.237887
路邊停車格收費路段,1471,大成路(路邊停車格),  新都路至金華路間   ,,-1,0,31,0,0,0,0,0,,20元∕時,22.974980，120.198704,,22.97498,120.198704
路邊停車格收費路段,1492,文化一街(路邊停車場),  文化五街口至文化六街口西邊   ,,-1,0,10,0,0,0,0,0,,每小時20元,22.975532，120.232371,,22.975532,120.232371
路邊停車格收費路段,1496,文化六街(路邊停車場),  文化一街口至仁和路口北側   ,,-1,0,5,0,0,0,0,0,,每小時20元,22.974703，120.232178,,22.974703,120.232178
路邊停車格收費路段,1511,生產路(路邊停車格),  大同路至崇善路間   ,,-1,0,67,0,0,0,0,0,,20元/時,22.964909，120.222200,,22.964909,120.2222
路邊停車格收費路段,1601,平實五路(路邊停車格),  自中華東路至後甲一路間   ,,-1,0,30,2,0,0,0,0,,20元/時,22.994695，120.234443,,22.994695,120.234443
路邊停車格收費路段,1602,平實六路(路邊停車格),  自後甲二路至復興路間   ,,-1,0,58,2,0,0,0,0,,20元/時,22.993464，120.234203,,22.993464,120.234203
路邊停車格收費路段,1603,平實一街(路邊停車格),  自中華東路至後甲一路間   ,,-1,0,6,1,0,0,0,1,,20元/時,22.996817，120.234745,,22.996817,120.234745
路邊停車格收費路段,1604,平實二街(路邊停車格),  後甲二路至裕永路間   ,,-1,0,21,1,0,0,0,1,,20元/時,22.996750，120.237069,,22.99675,120.237069
路邊停車格收費路段,1605,平實三街(路邊停車格),  自中華東路至後甲一路間   ,,-1,0,8,1,0,0,0,1,,20元/時,22.995747，120.234570,,22.995747,120.23457
路邊停車格收費路段,1606,平實四街(路邊停車格),  後甲二路至裕永路間   ,,-1,0,27,1,0,0,0,1,,20元/時,22.995613，120.237142,,22.995613,120.237142
路邊停車格收費路段,1607,平實七街(路邊停車格),  自中華東路至後甲一路間   ,,-1,0,13,1,0,0,0,1,,20元/時,22.993781，120.234367,,22.993781,120.234367
路邊停車格收費路段,1608,平實八街(路邊停車格),  自後甲二路至裕永路間   ,,-1,0,25,1,0,0,0,1,,20元/時,22.993701，120.237142,,22.993701,120.237142
路邊停車格收費路段,1801,崇興路-1(路邊停車格),  崇明路口至巴克禮路口間   ,,-1,0,48,3,0,0,0,0,,20元/時-路邊月票3000元整,22.968474，120.221682,,22.968474,120.221682
路邊停車格收費路段,1802,崇興路-2(路邊停車格),  巴克禮路口至崇聖路口間   ,,-1,0,44,2,0,0,0,0,,20元/時,22.968424，120.221736,,22.968424,120.221736
路邊停車格收費路段,1901,巴克禮路(路邊停車格),  自中華路3段399巷29弄至崇賢七路口間   ,,-1,0,22,1,0,0,0,0,,20元/時,22.968736，120.221773,,22.968736,120.221773
路邊停車格收費路段,2001,忠義街44巷,  小東591巷至忠勇街   ,,-1,0,3,0,0,0,0,0,,每小時20元,22.999877，120.237877,,22.999877,120.237877
路邊停車格收費路段,2002,小東路591巷,  華興街至忠義街44巷   ,,-1,0,6,0,0,0,3,0,,每小時20元,23.000176，120.237515,,23.000176,120.237515
路邊停車格收費路段,2003,忠義街60巷,  忠義街至忠勇街   ,,-1,0,13,0,0,0,15,0,,每小時20元,23.000410，120.237914,,23.00041,120.237914
路邊停車格收費路段,2004,忠勇街,  華興街至忠義街60巷   ,,-1,0,2,0,0,0,6,0,,每小時20元,23.000587，120.238038,,23.000587,120.238038
路邊停車格收費路段,2005,忠勇街65巷,  忠勇街至華興街120巷   ,,-1,0,17,0,0,0,0,0,,每小時20元,23.001501，120.237512,,23.001501,120.237512
路邊停車格收費路段,2006,復華五街,  復華三街76巷至國華街   ,,-1,0,5,1,0,0,24,0,,每小時20元,23.011130，120.246148,,23.01113,120.246148
路邊停車格收費路段,2007,復華六街67巷,  復國一路341巷至復華五街   ,,-1,0,6,0,0,0,0,0,,每小時20元,23.011498，120.245783,,23.011498,120.245783
路邊停車格收費路段,2008,復華三街90巷,  復華五街至復華三街   ,,-1,0,8,1,0,0,0,0,,每小時20元,23.010177，120.244938,,23.010177,120.244938
路邊停車格收費路段,2009,復華一街,  忠孝路至復國一路   ,,-1,0,2,0,0,0,18,0,,每小時20元，位於都是計畫區外,23.005373，120.245219,,23.005373,120.245219
路邊停車格收費路段,2010,復華一街19巷,  復華一街至復國一路67巷   ,,-1,0,5,0,0,0,5,0,,每小時20元，位於都是計畫區外,23.005060，120.245366,,23.00506,120.245366
路邊停車格收費路段,2011,復國一路150巷,  復國一路至復國二路單側   ,,-1,0,5,0,0,0,0,0,,每小時20元，1100406開始收費，位於都是計畫區外,23.005363，120.247217,,23.005363,120.247217
路邊停車格收費路段,2012,復國二路,  復國里活動中心旁   ,,-1,0,12,1,0,0,9,0,,每小時20元，位於都是計畫區外,23.005231，120.247305,,23.005231,120.247305
路邊停車格收費路段,2013,復國一路120巷,  整段  非都市計畫區   ,,-1,0,7,0,0,0,2,0,,每小時20元，非都市計畫區,23.004690，120.247086,,23.00469,120.247086
路邊停車格收費路段,2014,中華路10巷,  1100801收費   ,,-1,0,6,0,0,0,0,0,,每小時20元，非都市計畫區,22.999854，120.236190,,22.999854,120.23619
路邊停車格收費路段,2015,忠義街,  華興街至小東路，1100801收費   ,,-1,0,2,0,0,0,10,0,,每小時20元,22.999577，120.236391,,22.999577,120.236391
路邊停車格收費路段,2016,小東路477巷28弄,  1100801收費   ,,-1,0,6,0,0,0,5,0,,每小時20元,22.999409，120.236246,,22.999409,120.236246
路邊停車格收費路段,2017,國華街2,  復華三街至復華六街，1110115計次收費   ,,-1,0,5,0,0,0,0,0,,計次收費，每6小時30元，都市計畫區,23.009723，120.247145,,23.009723,120.247145
路邊停車格收費路段,2018,復華二街3巷,  復華二街至復國一路173巷，1110115計次收費   ,,-1,0,5,0,0,0,0,0,,計次收費，每6小時30元,23.007786，120.245549,,23.007786,120.245549
路邊停車格收費路段,2019,復華三街,  復國二路至忠孝路，1110115計次收費   ,,-1,0,3,0,0,0,0,0,,計次收費，每6小時30元，都市計畫區,23.009631，120.246927,,23.009631,120.246927
路邊停車格收費路段,2020,復國一路6巷,  1110115計次收費，每6小時30元   ,,-1,0,5,0,0,0,13,0,,計次收費，每6小時30元，都市計畫區,23.001927，120.246224,,23.001927,120.246224
路邊停車格收費路段,2026,興國街,  1110615開始計次收費   ,,-1,0,55,0,0,0,15,0,,每6小時1次30元,23.002330，120.243080,,23.00233,120.24308
路邊停車格收費路段,2027,永二街393巷,  永二街至復華七街225巷   ,,-1,0,13,0,0,0,0,0,,每6小時一次30元，1120601收費，都市計畫區,23.018094，120.247614,,23.018094,120.247614
路邊停車格收費路段,2028,忠孝路410巷,  忠孝路至永二街447巷，1120601計次收費   ,,-1,0,5,0,0,0,0,0,,每6小時1次30元,23.018688，120.245576,,23.018688,120.245576
路邊停車格收費路段,4001,海佃路-1,  1120501收費，府安路至郡安路間雙側   ,,-1,0,40,2,0,0,117,0,,每小時20元，1120501時收費，都市計畫區,23.022096，120.192112,,23.022096,120.192112
路邊停車格收費路段,5001,月眉園路,,,-1,0,11,0,0,0,0,0,,,23.110695，120.303920,,23.110695,120.30392
路邊停車格收費路段,5002,陽光北一路,,,-1,0,26,0,0,0,0,0,,,23.114599，120.305264,,23.114599,120.305264
路邊停車格收費路段,5003,陽光二路,,,-1,0,16,0,0,0,0,0,,,23.117840，120.306757,,23.11784,120.306757
路邊停車格收費路段,5004,陽光三路,,,-1,0,44,0,0,0,0,0,,,23.118420，120.309713,,23.11842,120.309713
路邊停車格收費路段,5005,龍目井路,,,-1,0,52,0,0,0,0,0,,,23.109373，120.303246,,23.109373,120.303246
路邊停車格收費路段,5006,蓮潭路,,,-1,0,124,0,0,0,0,0,,,23.113617，120.304946,,23.113617,120.304946
